,Date,Narration,Ref_no,Value_dt,Withdrawl,Deposit,Closing Balance,clean_narration,doc_topic,topic_desc
158,22/09/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-226501938267-SUBSCRIPTION DEBIT,0000226501938267,22/09/22,25.0,,3788.58, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
159,23/09/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-226614761216-SUBSCRIPTION DEBIT,0000226614761216,23/09/22,27.0,,3761.58, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
162,23/09/22,UPI-NARESH PUROHIT-NP1784534@OKHDFCBANK-HDFC0003522-226670439069-UPI,0000226670439069,23/09/22,70.0,,23692.58, naresh purohit np,4,"[list([('naresh purohit', 11.170927092504018), ('purohit np', 11.167440746173527), ('naresh purohit np', 11.166542020373829), ('gagan pan', 0.13119500953407723), ('pan shop', 0.1307016139459496)])]"
163,24/09/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-226780622331-SUBSCRIPTION DEBIT,0000226780622331,24/09/22,20.0,,23672.58, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
164,24/09/22,UPI-CREDCLUB1-CRED.CLUB@AXISB-UTIB0000114-226707391141-PAYMENT ON CRED,0000226707391141,24/09/22,20901.0,,2771.58, credclub cred club,2,"[list([('gupta juice', 19.243605119465393), ('gupta juice center', 19.24314059509313), ('juice center', 19.241968449100682), ('krishna vegetables', 4.4101114348673125), ('cred club', 3.506991506858471)])]"
166,24/09/22,POS 512967XXXXXX4210 MSW*ONESTOP RETA,0000000000601987,24/09/22,3722.0,,49049.58,pos xxxxxx msw onestop,6,"[list([('chemist paytmqr', 3.9972774836044023), ('tirupati chemist', 3.9967234821483877), ('tirupati chemist paytmqr', 3.9965107262676147), ('akash bhatt', 2.709151344546336), ('makemytrip makemytrip', 2.077909670466702)])]"
167,24/09/22,POS 512967XXXXXX4210 MSW*ONESTOP RETA,0000000000602638,24/09/22,1195.0,,47854.58,pos xxxxxx msw onestop,6,"[list([('chemist paytmqr', 3.9972774836044023), ('tirupati chemist', 3.9967234821483877), ('tirupati chemist paytmqr', 3.9965107262676147), ('akash bhatt', 2.709151344546336), ('makemytrip makemytrip', 2.077909670466702)])]"
168,24/09/22,UPI-SONA WINE MERCHANT-SONAWINEMERCHANT.99729961@HDFCBANK-HDFC0000001-226701670762-UPI,0000226701670762,24/09/22,1670.0,,46184.58, sona wine merchant,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
169,25/09/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-226888522828-SUBSCRIPTION DEBIT,0000226888522828,25/09/22,31.0,,46153.58, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
170,25/09/22,UPI-AEML-AWSP3@IDFCBANK-IDFB0040101-226810174476-UPI,0000226810174476,25/09/22,1840.0,,44313.58, aeml awsp ,3,"[list([('hungerbox paytm', 13.174251604078895), ('aeml awsp', 3.595276358492651), ('ccavenues ccavenues', 2.5585233143451727), ('premji paytmqr', 1.5287022749836985), ('patel premji paytmqr', 1.5276871161621721)])]"
171,25/09/22,UPI-NARESH PUROHIT-NP1784534@OKHDFCBANK-HDFC0003522-226811232003-UPI,0000226811232003,25/09/22,218.0,,44095.58, naresh purohit np,4,"[list([('naresh purohit', 11.170927092504018), ('purohit np', 11.167440746173527), ('naresh purohit np', 11.166542020373829), ('gagan pan', 0.13119500953407723), ('pan shop', 0.1307016139459496)])]"
172,25/09/22,UPI-SUMIT MOHAN GUPTA-SUMITMG@OKICICI-BARB0PANKIX-226814980800-EDUCATION LOAN,0000226814980800,25/09/22,25000.0,,19095.58, sumit mohan gupta,8,"[list([('sumit mohan', 4.505268486902978), ('mohan gupta', 4.504494554311667), ('sumit mohan gupta', 4.502622451115006), ('jiofiber jiofiber', 2.613046376779851), ('olamoney razorpay', 1.7976716994787716)])]"
173,26/09/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-226994364370-SUBSCRIPTION DEBIT,0000226994364370,26/09/22,39.0,,19056.58, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
174,26/09/22,UPI-OLAMONEY1-OLAMONEY1.RAZORPAY@HDFCBANK-HDFC0000053-226937615940-UPI,0000226937615940,26/09/22,2240.0,,16816.58, olamoney olamoney razorpay,8,"[list([('sumit mohan', 4.505268486902978), ('mohan gupta', 4.504494554311667), ('sumit mohan gupta', 4.502622451115006), ('jiofiber jiofiber', 2.613046376779851), ('olamoney razorpay', 1.7976716994787716)])]"
175,27/09/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-227043566472-SUBSCRIPTION DEBIT,0000227043566472,27/09/22,40.0,,16776.58, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
176,28/09/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-227106770332-SUBSCRIPTION DEBIT,0000227106770332,28/09/22,40.0,,16736.58, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
177,28/09/22,UPI-NARESH PUROHIT-NP1784534@OKHDFCBANK-HDFC0003522-227193388337-UPI,0000227193388337,28/09/22,50.0,,16686.58, naresh purohit np,4,"[list([('naresh purohit', 11.170927092504018), ('purohit np', 11.167440746173527), ('naresh purohit np', 11.166542020373829), ('gagan pan', 0.13119500953407723), ('pan shop', 0.1307016139459496)])]"
178,29/09/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-227271358760-SUBSCRIPTION DEBIT,0000227271358760,29/09/22,20.0,,16666.58, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
179,30/09/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-227365792999-SUBSCRIPTION DEBIT,0000227365792999,30/09/22,30.0,,16636.58, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
184,01/10/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-227477415306-SUBSCRIPTION DEBIT,0000227477415306,01/10/22,22.0,,18133.97, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
185,02/10/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-227531047595-SUBSCRIPTION DEBIT,0000227531047595,02/10/22,31.0,,18102.97, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
187,03/10/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-227630412076-SUBSCRIPTION DEBIT,0000227630412076,03/10/22,25.0,,18078.97, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
188,04/10/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-227775476737-SUBSCRIPTION DEBIT,0000227775476737,04/10/22,27.0,,18051.97, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
189,05/10/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-227849930350-SUBSCRIPTION DEBIT,0000227849930350,05/10/22,30.0,,18021.97, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
190,05/10/22,DC 1019060021591624 AUTOPAY SI-TAD,0000000458593345,05/10/22,1788.89,,16233.08,dc autopay si tad,9,"[list([('si tad', 2.035923755867459), ('autopay si tad', 2.0352256901407024), ('autopay si', 2.0348731549436505), ('dc autopay si', 2.032376855832404), ('dc autopay', 2.0312507869052774)])]"
191,06/10/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-227925517019-SUBSCRIPTION DEBIT,0000227925517019,06/10/22,38.0,,16195.08, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
192,06/10/22,UPI-JIOFIBER-JIOFIBER@YESBANK-YESB0000248-227972308113-JIO20TB000023CTH40,0000227972308113,06/10/22,2474.46,,13720.62, jiofiber jiofiber,8,"[list([('sumit mohan', 4.505268486902978), ('mohan gupta', 4.504494554311667), ('sumit mohan gupta', 4.502622451115006), ('jiofiber jiofiber', 2.613046376779851), ('olamoney razorpay', 1.7976716994787716)])]"
193,07/10/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-228019857257-SUBSCRIPTION DEBIT,0000228019857257,07/10/22,20.0,,13700.62, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
194,07/10/22,UPI-ADD MONEY TO WALLET-ADD-MONEY@PAYTM-PYTM0123456-228083949375-OID202210073697198,0000228083949375,07/10/22,787.0,,12913.62, add money to,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
195,08/10/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-228169215227-SUBSCRIPTION DEBIT,0000228169215227,08/10/22,20.0,,12893.62, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
196,08/10/22,UPI-HAIR GLOW-9819103125@OKBIZAXIS-UTIB0000000-228119675797-UPI,0000228119675797,08/10/22,600.0,,12293.62, hair glow ,7,"[list([('raj vegetables gpay', 4.360523938382696), ('vegetables gpay', 4.3601697153875785), ('raj vegetables', 4.359825827176104), ('stores paytmqr', 3.567746696089187), ('hair glow', 2.506362310298007)])]"
197,08/10/22,UPI-TIF LABS PVT LTD-TIFLABS@KAYPAY-KKBK0000431-228128590465-PAYMENT FOR SHFYDQ,0000228128590465,08/10/22,1222.0,,11071.62, tif labs pvt,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
198,08/10/22,UPI-RUDRA DEV SINGH-RUDRADEV123SINGH@OKSBI-SBIN0001183-228129463612-UPI,0000228129463612,08/10/22,100.0,,10971.62, rudra dev singh,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
199,09/10/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-228212804091-SUBSCRIPTION DEBIT,0000228212804091,09/10/22,26.0,,10945.62, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
200,10/10/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-228341070868-SUBSCRIPTION DEBIT,0000228341070868,10/10/22,40.0,,10905.62, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
202,10/10/22,UPI-SUMIT MOHAN GUPTA-SUMITMG@OKICICI-BARB0PANKIX-228367833752-EDUCATION LOAN,0000228367833752,10/10/22,25000.0,,98539.62, sumit mohan gupta,8,"[list([('sumit mohan', 4.505268486902978), ('mohan gupta', 4.504494554311667), ('sumit mohan gupta', 4.502622451115006), ('jiofiber jiofiber', 2.613046376779851), ('olamoney razorpay', 1.7976716994787716)])]"
204,11/10/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-228450688267-SUBSCRIPTION DEBIT,0000228450688267,11/10/22,20.0,,121169.62, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
205,11/10/22,UPI-RAJENDRA KUMAR VISHN-RKVISHNOI-2@OKAXIS-HDFC0000298-228487302452-PERSONAL LOAN WAPI,0000228487302452,11/10/22,40000.0,,81169.62, rajendra kumar vishn,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
206,11/10/22,UPI-OLA MONEY-OLAMONEY1.RZP@AXISBANK-UTIB0001507-228488725995-UPI,0000228488725995,11/10/22,116.0,,81053.62, ola money olamoney,9,"[list([('si tad', 2.035923755867459), ('autopay si tad', 2.0352256901407024), ('autopay si', 2.0348731549436505), ('dc autopay si', 2.032376855832404), ('dc autopay', 2.0312507869052774)])]"
207,12/10/22,50400264425075- RD INSTALLMENT-OCT 2022,000000000000000,11/10/22,1400.0,,79653.62, rd installment oct,5,"[list([('rd installment', 5.604710649033009), ('shantidhan stores', 2.7402329765419635), ('stores gpay', 2.7390542080882083), ('shantidhan stores gpay', 2.7366626902016304), ('installment dec', 2.0266108955371855)])]"
208,12/10/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-228571290084-SUBSCRIPTION DEBIT,0000228571290084,12/10/22,30.0,,79623.62, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
209,12/10/22,UPI-SHOPPING ZONE-9870566786@OKBIZAXIS-UTIB0000000-228507358780-UPI,0000228507358780,12/10/22,417.0,,79206.62, shopping zone ,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
210,12/10/22,UPI-IDLI COM 1C 1-MSWIPE.1400101421000083@KOTAK-KKBK0000958-228513455233-UPI,0000228513455233,12/10/22,180.0,,79026.62, idli com c,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
211,13/10/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-228664274362-SUBSCRIPTION DEBIT,0000228664274362,13/10/22,38.0,,78988.62, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
212,13/10/22,UPI-LIFE LINE PHARMACY-GPAY-11201766202@OKBIZAXIS-UTIB0000000-228645276051-UPI,0000228645276051,13/10/22,90.0,,78898.62, life line pharmacy,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
213,14/10/22,50400269095673- RD INSTALLMENT-AUG 2022,000000000000000,13/10/22,10000.0,,68898.62, rd installment aug,8,"[list([('sumit mohan', 4.505268486902978), ('mohan gupta', 4.504494554311667), ('sumit mohan gupta', 4.502622451115006), ('jiofiber jiofiber', 2.613046376779851), ('olamoney razorpay', 1.7976716994787716)])]"
214,14/10/22,50400269095673- RD INSTALLMENT-SEP 2022,000000000000000,13/10/22,10000.0,,58898.62, rd installment sep,5,"[list([('rd installment', 5.604710649033009), ('shantidhan stores', 2.7402329765419635), ('stores gpay', 2.7390542080882083), ('shantidhan stores gpay', 2.7366626902016304), ('installment dec', 2.0266108955371855)])]"
215,14/10/22,50400269095673- RD INSTALLMENT-OCT 2022,000000000000000,13/10/22,10000.0,,48898.62, rd installment oct,5,"[list([('rd installment', 5.604710649033009), ('shantidhan stores', 2.7402329765419635), ('stores gpay', 2.7390542080882083), ('shantidhan stores gpay', 2.7366626902016304), ('installment dec', 2.0266108955371855)])]"
216,14/10/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-228777898142-SUBSCRIPTION DEBIT,0000228777898142,14/10/22,30.0,,48868.62, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
217,14/10/22,UPI-JAWED HABIB-GPAY-11171070670@OKBIZAXIS-UTIB0000000-228754472970-UPI,0000228754472970,14/10/22,300.0,,48568.62, jawed habib gpay,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
218,15/10/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-228834201386-SUBSCRIPTION DEBIT,0000228834201386,15/10/22,40.0,,48528.62, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
219,15/10/22,POS 512967XXXXXX4210 RAHUL SWEET AND,0000000000013851,15/10/22,670.0,,47858.62,pos xxxxxx rahul sweet,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
220,16/10/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-228915266082-SUBSCRIPTION DEBIT,0000228915266082,16/10/22,40.0,,47818.62, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
221,17/10/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-229054494769-SUBSCRIPTION DEBIT,0000229054494769,17/10/22,30.0,,47788.62, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
222,18/10/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-229178679166-SUBSCRIPTION DEBIT,0000229178679166,18/10/22,21.0,,47767.62, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
223,18/10/22,UPI-ARUN SHARMA DIAGNOST-GPAY-11186666287@OKBIZAXIS-UTIB0000000-229153975394-DOCTOR,0000229153975394,18/10/22,1500.0,,46267.62, arun sharma diagnost,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
224,18/10/22,UPI-LIFE LINE PHARMACY-GPAY-11201766202@OKBIZAXIS-UTIB0000000-229157068579-UPI,0000229157068579,18/10/22,115.0,,46152.62, life line pharmacy,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
226,19/10/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-229222405894-SUBSCRIPTION DEBIT,0000229222405894,19/10/22,21.0,,46132.62, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
227,19/10/22,POS 512967XXXXXX4210 SATNAM MOTORS,0000000000009395,19/10/22,1000.0,,45132.62,pos xxxxxx satnam motors,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
228,20/10/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-229384245024-SUBSCRIPTION DEBIT,0000229384245024,20/10/22,30.0,,45102.62, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
229,20/10/22,UPI-SURAJ PRASAD S O SHI-SURAJPRASAD8580@OKSBI-BARB0KABARI-229300088079-UPI,0000229300088079,20/10/22,218.0,,44884.62, suraj prasad s,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
230,21/10/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-229486195978-SUBSCRIPTION DEBIT,0000229486195978,21/10/22,21.0,,44863.62, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
231,22/10/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-229537087378-SUBSCRIPTION DEBIT,0000229537087378,22/10/22,22.0,,44841.62, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
232,22/10/22,UPI-SUMIT MOHAN GUPTA-7379543866@JUPITERAXIS-FDRL0007777-229519342700-ADDMONEY,0000229519342700,22/10/22,10000.0,,34841.62, sumit mohan gupta,8,"[list([('sumit mohan', 4.505268486902978), ('mohan gupta', 4.504494554311667), ('sumit mohan gupta', 4.502622451115006), ('jiofiber jiofiber', 2.613046376779851), ('olamoney razorpay', 1.7976716994787716)])]"
233,23/10/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-229650424595-SUBSCRIPTION DEBIT,0000229650424595,23/10/22,20.0,,34821.62, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
234,23/10/22,UPI-SHIVAM KUMAR-SKGAUTAM13798@OKICICI-BKID0007291-229677054208-UPI,0000229677054208,23/10/22,9000.0,,25821.62, shivam kumar skgautam,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
235,23/10/22,UPI-AKASH BHATT-7081617363@PAYTM-PYTM0123456-229677881313-UPI,0000229677881313,23/10/22,190.0,,25631.62, akash bhatt ,6,"[list([('chemist paytmqr', 3.9972774836044023), ('tirupati chemist', 3.9967234821483877), ('tirupati chemist paytmqr', 3.9965107262676147), ('akash bhatt', 2.709151344546336), ('makemytrip makemytrip', 2.077909670466702)])]"
236,23/10/22,UPI-AKASH BHATT-7081617363@PAYTM-PYTM0123456-229678027211-UPI,0000229678027211,23/10/22,340.0,,25291.62, akash bhatt ,6,"[list([('chemist paytmqr', 3.9972774836044023), ('tirupati chemist', 3.9967234821483877), ('tirupati chemist paytmqr', 3.9965107262676147), ('akash bhatt', 2.709151344546336), ('makemytrip makemytrip', 2.077909670466702)])]"
237,24/10/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-229728950700-SUBSCRIPTION DEBIT,0000229728950700,24/10/22,30.0,,25261.62, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
238,25/10/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-229858222703-SUBSCRIPTION DEBIT,0000229858222703,25/10/22,40.0,,25221.62, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
239,25/10/22,UPI-AKASH BHATT-7081617363@PAYTM-PYTM0123456-229813211361-UPI,0000229813211361,25/10/22,915.0,,24306.62, akash bhatt ,6,"[list([('chemist paytmqr', 3.9972774836044023), ('tirupati chemist', 3.9967234821483877), ('tirupati chemist paytmqr', 3.9965107262676147), ('akash bhatt', 2.709151344546336), ('makemytrip makemytrip', 2.077909670466702)])]"
240,26/10/22,UPI-JAR  SAVE DAILY-JARMYJARONLINE@YBL-YESB0YBLUPI-229939950058-SUBSCRIPTION DEBIT,0000229939950058,26/10/22,30.0,,24276.62, jar save daily,1,"[list([('jar save daily', 98.03861898739333), ('jar save', 98.03682857485501), ('save daily', 98.03586853418446), ('delight paytm', 3.920523474443698), ('country delight', 3.9147386407433222)])]"
241,26/10/22,UPI-VODAFONE IDEA LIMITE-VIPREVF@HSBC-HSBC0400002-229925778703-UPI,0000229925778703,26/10/22,666.0,,23610.62, vodafone idea limite,0,"[list([('aayushi super', 10.865290481053918), ('super shoppy', 10.865173862517079), ('aayushi super shoppy', 10.864427223847468), ('pos xxxxxx', 2.4550385779352015), ('ikea india', 1.609971068597172)])]"
